fluid_temp,air_umidity,dm3_gas
23.810000000000002,97.1,0.005
23.375,96.1,0.0
18.155,99.9,0.0
21.53,72.8,0.0
22.97,99.9,0.0
23.375,96.1,0.005
22.5,96.7,0.0
20.185000000000002,90.4,0.0
23.375,96.1,0.01
18.81,94.4,0.0
22.25,95.25,0.0
21.725,99.9,0.0
19.56,92.7,0.0
24.0,99.6,0.0
20.845,99.3,0.0
16.44,74.0,0.0
16.81,90.7,0.0
22.535,94.1,0.0
16.81,93.9,0.0
-52.72,86.4,0.0
16.69,93.9,0.0
15.12,93.9,0.0
23.465,98.5,0.0
18.25,94.5,0.0
14.94,93.2,0.0
19.715,93.1,0.0
19.825,97.7,0.0
22.78,93.05,0.0
18.125,99.9,0.0
22.095,99.9,0.0
18.375,96.9,0.0
16.353333333333335,95.2,0.0033333333333333335
18.94,93.6,0.0
22.215,98.2,0.0
21.142500000000002,98.30000000000001,0.0
24.03,92.2,0.0
-52.75,95.9,0.0
17.47,99.9,0.0
19.22,90.2,0.0
19.5,89.5,0.0
14.62,94.4,0.0
19.06,94.9,0.0
14.94,93.4,0.0
21.97,94.3,0.0
22.03,99.0,0.0
15.0,94.0,0.0
15.19,94.5,0.0
23.0,96.8,0.0
16.939999999999998,95.4,0.0
22.125,88.2,0.0
22.66,97.8,0.0
14.94,93.9,0.0
16.62,92.7,0.0
21.5,97.5,0.0
18.97,92.6,0.0
15.5,95.8,0.0
23.345,95.1,0.0
23.595,95.3,0.0
15.0,94.7,0.0
22.189999999999998,98.8,0.0
20.1575,98.0,0.0025
17.375,99.5,0.0
22.41,99.9,0.0
15.12,92.8,0.0
20.125,98.3,0.0
22.232499999999998,92.0,0.0
22.935000000000002,97.4,0.0
18.787142857142857,92.71428571428571,0.0
14.5,94.0,0.0
17.75,98.55000000000001,0.0
20.09,95.3,0.0
18.31,99.9,0.0
21.876666666666665,97.3,0.0
20.939999999999998,98.0,0.0
15.88,96.6,0.0
20.125999999999998,92.34,0.0
21.9875,95.75,0.0
16.78,94.5,0.0
24.125,96.0,0.0
20.25,98.2,0.0
14.38,91.9,0.0
22.595,89.7,0.0
22.0,95.3,0.0
20.09,95.3,0.005
21.416666666666668,90.8,0.0
-52.94,88.7,0.0
17.345,99.9,0.0
22.564999999999998,90.7,0.0
20.22,94.1,0.0
23.535,90.3,0.0
